Country,Year,EShockentry,complexity_HH,population,GDP_pc_PPP,ind_output_meur,Unemployment_rate,Current_account_balance_to_GDP,exp_to_gdp,Public_debt_to_GDP,Adjusted_wage_share,employm_indus,fdi_in_gdp,Private_sector_debt_to_GDP,Tax_Wealth,finance_share_GO,finance_share_VA,Capital_accumulation,GDP_growth,Gini_net,size_of_finance,FDI_assets_stock,FDI_liabilities_stock,kof_econ,HBOOM,GDP_pc_ppp_new,indus_output_new
IRL,1990,0,1.58036,3563.106,,,13.4,-1.8315675,54.65216279,,64.2463619,28.67000008,1.271281108,,0,,,6.519226737,7.638066763,33.05664063,,8407.685378,12869.54415,84.16,-1.970089314,21453.240404315,
IRL,1991,0,1.66935,3570.14,,,14.7,-0.434991,55.52691332,,64.3524656,28.93000031,2.722425967,,0,,,5.935874807,1.929641464,33.37420273,,9830.337647,16481.24419,85.78,-1.761464034,21741.8506581448,
IRL,1992,0,1.69869,3582.342,,,15.4,0.3582483,58.34775114,,66.0747954,27.98999977,2.575675886,,0,,,5.813449332,3.343267783,33.69176483,,9171.576204,16807.42837,86.86,-2.156114891,22315.9675988907,
IRL,1993,0,1.58923,3599.451,,,15.6,3.6754374,63.30435313,,64.7640753,27.05999947,2.136798717,,0,,,5.430010304,2.692621926,34.00933075,,11199.90698,21723.58363,88.71,-2.530611192,22802.5875040679,
IRL,1994,0,1.57004,3620.616,,,14.3,2.9005562,67.89287793,,64.3882319,27.71999931,1.46678362,,0,,,5.959020135,5.755829228,34.32689285,,11519.51511,23172.27329,90.51,-2.106903637,24020.1934978011,
IRL,1995,0,1.47249,3645.333,16000,34860,12.3,2.6456401,73.44733231,78.5594,61.1247691,27.69000053,2.09011156,,0,0.044670662,0.051276449,6.692570678,9.805963551,31.53756905,4.4670662,13466.5557,28654.50229,92.21,-1.95143529,26199.7307264104,109986.6
IRL,1996,0,1.41917,3673.553,17500,38890.6,11.7,2.9376274,74.83378027,69.8661,59.8087792,27.22999954,3.450799532,,0,0.038610106,0.045122125,7.543750491,9.091827057,31.78653717,3.8610106,14939.03338,34532.27424,93.69,-1.811142913,28023.1211684047,121857.3
IRL,1997,0,1.37383,3706.032,19600,49984.9,9.9,2.7562591,77.16192954,61.6074,57.5935528,28.46999931,3.31196805,,0,0.03265472,0.039354027,8.389454524,10.74806706,31.97309494,3.265472,16870.6007,41820.82386,94.02,-1.443105811,30598.2985264997,150610.6
IRL,1998,0,1.59667,3743.948,21700,57873.9,7.5,0.7074118,84.48789453,51.4641,56.4090432,28.68000031,12.24556288,,0,0.034995835,0.04100891,9.077931414,8.227864841,32.21760559,3.4995835,20233.7785,62205.27625,95.96,-0.833867042,32854.7215205108,169309.7
IRL,1999,1,1.63058,3788.816,23500,65358.4,5.7,0.1512462,86.71782793,46.6076,54.6410466,28.29999924,18.54877521,,0,0.035390089,0.043534582,9.815025098,10.86306047,31.65651894,3.5390089,25231.5336,72815.4172,96.28,-0.307027177,35935.7913394532,191204.8
IRL,2000,1,1.57258,3841.574,26500,75604,4.3,0.6152089,94.48844174,36.0705,52.7703499,28.45999908,25.53802575,,0,0.041222248,0.045489256,9.789696778,9.911315125,31.13846207,4.1222248,27925.2355,127088.6205,97.25,0.632992334,38849.8607585848,222680.4
IRL,2001,1,1.616,3901.688,28300,92021.7,3.9,0.1759053,95.33700222,33.2327,51.6697323,28.93000031,8.772528596,196.93,0,0.041928129,0.045412936,9.833498336,6.051976078,30.57625008,4.1928129,40819.1721,134052.7804,96.37,0.98180828,40455.3011972813,252862.7
IRL,2002,1,1.60851,3968.213,30200,102039.2,4.5,0.2477519,90.48024054,30.5541,49.4364867,27.62000084,23.03973986,188.76,0,0.044941207,0.044165689,9.861460308,5.576958717,30.47511482,4.4941207,58881.3589,182898.5235,95.38,0.959674618,42289.0650207409,272166.6
IRL,2003,1,1.49611,4040.986,30700,104632.3,4.6,0.4913139,80.85123421,29.9237,50.2937765,27.73999977,13.64136972,189.79,0,0.049876248,0.053968438,10.1019752,3.673064646,30.37397957,4.9876248,73320.939,222837.405,95.64,1.088391684,42903.6732176301,292716.1
IRL,2004,1,1.41759,4119.773,32700,105663.7,4.5,-0.1002792,80.5365239,28.2149,51.3491226,27.57999992,-5.670904613,201.41,0,0.052973971,0.057403442,10.47802656,6.724898857,30.95781517,5.2973971,106691.9309,207648.0587,95.71,1.904885972,44940.9464784501,315191.7
IRL,2005,1,1.4449,4203.7,34400,116404,4.4,-3.5417282,79.57035309,26.0724,52.2124736,27.60000038,22.21626617,233.2,0,0.061636461,0.060197984,11.48827718,5.766143681,30.5300827,6.1636461,104152.1739,163530.014,95.7,2.946927503,46613.5570890697,344033.4
IRL,2006,1,1.43707,4293.942,36600,125228.4,4.5,-5.348963,78.97362374,23.6097,52.9957893,27.61000061,9.510777467,254.24,0,0.063705368,0.060952342,11.5840259,5.866157111,29.81729126,6.3705368,120728.073,156491.208,93.54,3.738469452,47879.0236108627,385345.2
IRL,2007,1,1.1793,4388.612,38500,128454.8,4.7,-6.5022135,80.74500205,23.8973,54.6386946,27.20000076,22.19685322,257.05,0,0.064370278,0.062329538,10.95543064,3.796589154,28.67222977,6.4370278,150059.9856,203682.7002,94.29,3.69435076,48937.4941531265,418368.5
IRL,2008,1,1.2459,4480.145,34900,124435.9,6.4,-6.2412827,84.15084501,42.4135,58.4664476,24.78000069,8.460150552,316.72,0,0.057312492,0.060444411,9.305941011,-4.373463251,29.05994606,5.7312492,168925.9377,193250.0703,93.14,2.322109026,46062.6286354214,420846.2
IRL,2009,1,1.39667,4558.603,31600,119224.8,12,-4.6614657,93.45444698,61.6763,58.0482778,21.29000092,22.87661052,356.19,0,0.056229016,0.062904859,7.556635402,-4.565092627,29.05122757,5.6229016,273296.226,243932.4762,93.98,-0.874098844,43487.4790259755,371785.2
IRL,2010,1,1.34714,4617.334,33100,104866.9,13.9,-1.2021234,103.3929919,86.2993,54.6152317,19.46999931,17.06110248,357.62,0,0.064320969,0.067552449,6.360666979,2.033536129,29.06868553,6.4320969,317710.9464,245797.9986,94.93,-2.519564562,44030.4141487055,358318.4
IRL,2011,1,1.30484,4652.714,34100,110329.8,14.7,-1.6241501,102.4457516,109.613,52.3506872,18.82999992,9.836171923,369.93,0.266,0.071442836,0.057599567,6.528807886,-0.040568607,28.57807541,7.1442836,313762.9866,251672.6073,93.79,-2.499476804,45147.3762396776,339106.4
IRL,2012,1,1.23274,4667.868,35100,110316.5,14.7,-2.6230692,106.775604,119.4783,51.7232536,18.27000046,18.13913267,381.9,0.275,0.066581054,0.054850216,7.192292313,-1.10286041,28.27147484,6.6581054,,,92.5,-2.778832935,44973.1752551923,376505.4
IRL,2013,1,1.26556,4671.263,35500,110383.5,13.1,2.1360055,106.089437,119.471,52.6729104,18.20999908,20.88013242,368.5,0.298,0.056666311,0.048273523,6.722991928,1.098816626,28.00212669,5.6666311,,,92.62,-2.91853074,45470.1585067362,392369.7
IRL,2014,1,1.32139,4675.164,37900,113749.7,11.3,1.659198,113.7867398,105.2494,51.1738907,18.20000076,33.85693177,400.99,0.385,0.063880208,0.053719663,7.817467356,8.462337491,28.17455101,6.3880208,,,94.65,-2.644999905,48898.3286615603,420057.5
IRL,2015,1,1.4359,4688.465,52400,281093.5,9.4,10.2244789,123.9946449,78.6247,39.9035613,19.03000069,71.71374247,421.94,0.066,0.042701985,0.039132602,10.53999279,26.27606684,,4.2701985,,,,-2.007152002,60818.0462398536,522180.9
IRL,2016,1,,,53300,,8,9.6434601,,75.1294,40.4952529,,,,,,,11.1522216,4.335198842,,,,,,-1.71992666,63227.2079765883,
GRC,1960,0,,8311.386,,,5.6,-0.3859413,8.511799758,,82.5899493,,,,,,,9.8597992,,,,,,,,,
GRC,1961,0,,8366.02,,,5.5,-0.125227,8.654498997,,75.846565,,,,,,,10.38686733,13.20392491,,,,,,,,
GRC,1962,0,,8412.059,,,4.8,-1.348179,9.06245284,,76.6608771,,,,,,,10.17789328,0.364747369,,,,,,,,
GRC,1963,0,,8452.617,,,4.8,-1.1605225,9.350477594,,72.0776709,,,,,,,8.988129687,11.84495791,,,,,,,,
GRC,1964,0,0.520219,8492.232,,,4.6,-3.9633258,8.542383978,,71.162651,,,,,,,10.01909176,9.409684059,,,,,,,,
GRC,1965,0,0.37544,8534.252,,,4.8,-4.5681227,8.36350873,,68.5869424,,,,0.015,,,10.74210937,10.76791288,,,,,,,,
GRC,1966,0,0.523421,8580.6,,,5,-1.372889,10.49895228,,68.8516699,,,,0.013,,,10.5222394,6.494506564,,,,,,,,
GRC,1967,0,0.504934,8630.672,,,5.4,-1.5739316,9.936381182,,69.1600591,,,,0.015,,,9.725220671,5.669542005,,,,,,,,
GRC,1968,0,0.34523,8682.351,,,5.6,-2.9325163,8.944700442,,69.5027548,,,,0.017,,,11.06029401,7.203719524,,,,,,,,
GRC,1969,0,0.618715,8732.308,,,5.2,-3.2134403,9.064153407,,66.1695253,,,,0.017,,,11.80683336,11.56359561,,,,,,,,
GRC,1970,0,0.475186,8778.676,,,4.2,-1.8248097,7.882926338,,63.2959098,,0.380521486,,0.019,,,10.67790115,8.930601703,,,16.80357831,290.9999075,43.65,,,
GRC,1971,0,0.367893,8819.206,,,3.1,-0.1013838,8.156863173,,61.279194,,0.287833767,,0.028,,,11.008992,7.842795428,,,18.36177759,320.3472437,43.65,,,
GRC,1972,0,0.514307,8856.097,,,2.1,0.1147123,9.129911437,,59.6255901,,0.325723122,,0.032,,,12.06479232,10.15925493,,,26.00075523,370.3011675,43.75,,,
GRC,1973,0,0.66838,8897.126,,,2,-1.0703864,11.63749621,,53.3383998,,0.277431676,,0.028,,,12.25939341,8.091353286,,,41.16371002,494.2048389,43.8,,,
GRC,1974,0,0.680469,8952.862,,,2.1,0.5232035,14.21570585,,54.7242475,,0.26428619,,0.024,,,8.562294296,-6.438904246,37.82040787,,38.59122376,543.7419205,44.38,,,
GRC,1975,0,0.770558,9030.08,,,2.3,0.5244405,14.14165622,,55.5520579,,0.084134149,,0.017,,,8.36541802,6.368552015,,,45.67893663,512.5424695,45.04,,,
GRC,1976,0,0.598213,9132.531,,,1.9,0.6816418,14.04867881,,55.5383432,,0.97904395,,0.03,,,8.581800203,6.850719616,,,56.79683003,748.0629678,45.71,,,
GRC,1977,0,0.522457,9255.749,,,1.7,0.6920921,13.98022805,,58.6461931,,1.06976312,,0.112,,,8.045824505,2.943073346,,,72.51662197,1105.830605,45.44,,,
GRC,1978,0,0.702878,9388.188,,,1.8,0.9350525,13.6527312,,59.3843751,,0.966790232,,0.104,,,8.233904026,7.244587543,,,66.31380027,1427.075447,45.08,,,
GRC,1979,0,0.328111,9513.594,,,1.9,1.9930756,15.17378086,,59.2691978,,1.125144814,,0.087,,,7.675746731,3.283408376,,,120.3492294,1924.020538,45.19,,,
GRC,1980,0,0.46682,9620.274,,,2.7,1.9224288,19.3240774,,56.9428167,,1.182481048,,0.027,,,6.913388094,0.678078006,,,193.4900154,2265.242612,46.69,,,
GRC,1981,0,0.536895,9704.947,,,4,3.11165,21.38946361,,59.6994608,28.96999931,0.993380506,,0.018,,,6.016005934,-1.556027985,35.42507172,,271.3869984,2438.258443,50.92,,,
GRC,1982,0,0.434293,9771.25,,,5.8,-0.6074756,17.20910289,,60.3034017,29.18000031,0.798271759,,0.12,,,5.640859098,-1.130276214,33.11220551,,229.2709009,2602.759263,51.47,,,
GRC,1983,0,0.678031,9822.999,,,7.1,-1.6584707,16.47613753,,62.2834329,27.09000015,0.888144876,,0.04,,,5.289769051,-1.078253152,,,225.8039881,2468.891217,53.13,,,
GRC,1984,0,0.571866,9866.725,,,7.2,-1.335269,16.8009615,,60.5831279,26.06999969,1.009995314,,0.009,,,4.794147969,2.006678495,,,260.3296778,2504.566067,55.02,,,
GRC,1985,0,0.505999,9907.831,,,7,-3.2424495,16.13379649,,60.810761,25.65999985,0.934738698,,0.009,,,5.136727552,2.513210023,31.82785034,,322.5372109,2940.059233,56.27,,,
GRC,1986,0,0.466889,9945.576,,,6.6,-2.2439948,17.69452148,,57.7365751,26.22999954,0.835408645,,0.004,,,5.235751411,0.514734021,32.11979675,,291.2330202,3960.477022,57.45,,,
GRC,1987,0,0.349101,9979.755,,,6.7,0.7340938,18.1240763,,57.5788384,26.05999947,1.040321979,,0.004,,,4.336346064,-2.256762275,31.95968628,,305.6104491,5331.856005,57.03,,,
GRC,1988,0,0.208899,10017.036,,,6.8,-0.2895306,16.31457893,,57.7583663,25.38999939,1.189332278,,0.003,,,4.767896249,4.28791832,31.9981041,,422.4049717,5609.933354,56.58,,,
GRC,1989,0,0.250485,10065.859,,,6.7,-2.2460233,15.94575212,,59.3943157,25.73999977,0.949866217,,0.002,,,4.84025165,3.798975626,31.96037674,,484.515295,6321.160502,56.93,,,
GRC,1990,0,0.328949,10131.737,,,6.4,-2.8853144,14.77858897,,59.9526806,25.85000038,1.026651139,,0.002,,,4.80922173,0.000402,31.92264748,,562.9869141,8054.317209,53.77,,20686.1367611483,
GRC,1991,0,0.268082,10217.782,,,7.1,-2.053258,14.19963936,,55.7719301,25.70000076,1.079479843,,0.002,,,5.047991118,3.101618754,31.88492012,,651.7628345,9132.75518,56.11,,21072.9332724706,
GRC,1992,0,0.151813,10321.044,,,7.9,-0.1558638,14.87883934,,54.9886804,25.10000038,0.984300467,,0.183,,,4.656528152,0.697160535,31.84719086,,766.6757366,9134.782138,57.85,,21058.96205484,
GRC,1993,0,0.105755,10433.351,,,8.6,-0.8152913,14.04776736,,53.4855034,24.20000076,0.89790318,,0.024,,,4.364688516,-1.599073704,31.8094635,,872.8173839,9295.570545,59.69,,20600.4767595964,
GRC,1994,0,0.14929,10542.97,,,8.9,1.3014233,14.44560915,,53.2074753,23.62000084,0.841324904,,0.003,,,4.244120553,1.999841272,33.12638092,,985.6186703,11126.28759,60.77,,20907.5390114597,
GRC,1995,0,0.183852,10641.169,13000,39861.6,9.2,-3.3761105,14.42528349,98.9904,54.2625357,23.20000076,0.769296149,49.45,0.015,0.01891287,0.025316056,4.316632636,2.099785803,34.5107193,1.891287,1459.862025,12633.97029,62.14,-0.210285871,21247.0408971018,176074.7
GRC,1996,0,0.277305,10725.634,13800,43188.8,9.6,-5.2009169,14.28695727,101.3358,53.5782237,22.87000084,0.725345058,50.72,6.17,0.020210227,0.027103445,4.632618906,2.862136399,34.96137619,2.0210227,2061.393584,13370.42211,64.45,-0.184532706,21759.0612321488,191226.4
GRC,1997,0,0.182903,10798.19,14800,43290.2,9.8,-3.5067854,16.22226524,99.4515,54.6160082,22.45999908,0.687354356,51.24,0.086,0.02048326,0.026801687,4.719398415,4.484178081,35.45042038,2.048326,2327.924918,12748.9203,66.49,-0.181551978,22622.9137945759,205217.4
GRC,1998,0,0.249143,10859.311,15600,42448.6,11.1,-6.7431008,16.29658338,97.425,55.12656,23.23999977,,53.86,0.188,0.022423361,0.028798612,5.647063414,3.894939479,35.12854767,2.2423361,2792,13084,68.25,0.142910363,23374.1527731618,208825
GRC,1999,0,0.312809,10910.741,16100,45342.4,12,-6.5284273,19.25607885,98.9067,55.5768511,22.95999908,0.39799151,57.41,0.142,0.022032856,0.026190598,5.910772287,3.072575596,34.33298874,2.2032856,3809.4432,15386.4536,71.47,0.034835074,24000.1358885311,223895
GRC,2000,0,0.352587,10954.032,17100,49625.4,11.2,-9.0194232,23.71838091,104.9344,55.7206694,22.60000038,-0.006301205,66.26,0.154,0.023253278,0.028305013,5.931199415,3.919756329,33.15223694,2.3253278,5851.9145,12479.866,75.27,0.229923865,24839.0759062479,234283.9
GRC,2001,1,0.154882,10987.715,18200,53187.5,10.7,-9.2666168,22.78874432,107.0812,54.9264716,23.05999947,0.001468522,74.82,0.123,0.019253395,0.024259782,6.094398857,4.131619952,33.70040512,1.9253395,7020.4358,13941.2847,71.81,0.357094322,25731.2092719044,248815.2
GRC,2002,1,0.245548,11011.49,19400,54290.8,10.3,-8.8084565,20.11285445,104.8631,57.8291539,22.79999924,0.022230787,79.32,0.128,0.019078088,0.024969916,5.939326313,3.92288542,33.86778641,1.9078088,9000.9921,15560.6106,70.25,0.45984686,26642.768959863,268006.9
GRC,2003,1,0.204318,11029.587,20200,56229.2,9.7,-10.9627491,18.54458304,101.4562,57.2271042,22.54000092,0.697028195,82.2,0.132,0.020018973,0.02597175,6.641678692,5.794514675,33.12388992,2.0018973,12336.984,22453.614,74.18,0.951492892,28119.4073558205,287061.4
GRC,2004,1,0.205379,11047.739,21500,59172.7,10.6,-8.6872771,20.70811457,102.8703,56.2342161,22.45000076,0.892831182,87.17,0.154,0.022801761,0.029710571,6.648040541,5.061019894,31.90610313,2.2801761,13791.2625,28481.511,75.14,0.869563636,29469.5266005245,311799.5
GRC,2005,1,0.157571,11069.662,21700,64271.6,10,-9.5047282,21.31223043,107.3918,60.0370552,22.38999939,0.278453411,98.86,0.188,0.022486653,0.029473334,5.753177077,0.599126156,32.13829422,2.2486653,13601.941,29189.3171,73.04,1.239755639,29559.2813870956,321498.3
GRC,2006,1,0.119851,11098.212,23600,70506.2,9,-12.3000537,21.17400879,103.574,58.0618594,22.02000046,1.979103017,104.55,0.308,0.022762768,0.029256013,6.686726882,5.652426513,32.0320816,2.2762768,22417.974,41287.95,73.53,1.111957909,31136.4469589464,353965.4
GRC,2007,1,0.242029,11131.302,24100,73685.1,8.4,-15.5834134,22.52026976,103.103,57.7316379,22.44000053,0.614657039,114.46,0.31,0.02243238,0.027803207,7.490453932,3.273759139,31.92175865,2.243238,31650.15,53220.8313,75.84,1.509489589,32073.9603960134,377759.8
GRC,2008,1,0.194861,11161.755,24400,77534.5,7.8,-15.8491914,23.36156912,109.4155,58.3423091,22.21999931,1.617501485,126.06,0.357,0.022011976,0.027009539,6.777780214,-0.335153819,32.3118515,2.2011976,37232.1501,38118.663,75.09,1.349834441,31881.7123475428,386427
GRC,2009,1,0.267714,11179.425,23100,70083.4,9.6,-12.5118878,18.9821867,126.7447,60.2373637,21.12999916,0.83714687,129.93,0.772,0.023376832,0.028292007,5.753989524,-4.300737473,32.59067535,2.3376832,39453.7122,42097.2132,73.34,1.032511364,30430.419418438,375814.2
GRC,2010,1,0.297462,11177.509,21500,71436.7,12.7,-11.3393114,22.10220512,146.2496,61.1413808,19.59000015,0.178275809,141.02,0.831,0.024518659,0.029990644,4.63115476,-5.479027005,32.74755478,2.4518659,42623.4438,35025.8106,72.94,0.060325128,28726.0792836873,354633.3
GRC,2011,1,0.172751,11153.047,19700,69791.4,17.9,-10.2907913,25.53541593,172.0963,59.9553284,17.69000053,0.379464972,144.46,0.784,0.025244603,0.029494897,3.704929718,-9.132532413,32.99919128,2.5244603,43697.5908,29169.6816,71.9,-1.101217381,26141.3195918975,323260.9
GRC,2012,1,0.283137,11109.662,19100,70353.1,24.5,-4.2342335,28.68399402,159.5658,58.8903744,16.54000092,0.677055668,147.43,0.803,0.024605645,0.031318504,2.879423936,-7.300484787,33.16967392,2.4605645,,,69.33,-1.56760591,24364.2690631745,306892.5
GRC,2013,1,0.270186,11055.164,19200,68365,27.5,-2.2026713,30.35342851,177.4168,56.3213822,15.56000042,1.227963495,144.87,1.311,0.02514167,0.032677799,2.678581353,-3.241424262,33.03087997,2.514167,,,70.56,-1.530439525,23746.0845699961,292475.8
GRC,2014,1,0.337224,11000.777,19800,68252.8,26.5,-2.565997,32.50380497,179.683,57.0315527,14.97999954,1.142324192,142.45,0.646,0.023570744,0.030527036,2.598194906,0.35288715,33.29633331,2.3570744,,,72.13,-1.515177941,24081.6305378246,288344.7
GRC,2015,1,0.212862,10954.617,20200,63529.3,24.9,0.0215256,31.91500255,177.3919,56.7355265,14.93999958,0.585513293,139.94,,0.023308443,0.030241523,2.639358187,-0.219177134,,2.3308443,,,,-1.766559712,24170.3018369872,280135.3
GRC,2016,1,,,19700,62136,23.4,-0.673009,,179.7318,58.5756073,,,,,,,2.791933175,0.301786596,,,,,,-1.72563025,24211.7408896851,
ESP,1960,0,,30450.994,,,2.2,3.786048,8.366730493,,67.3581386,,,,,,,5.438947558,,,,,,,,,
ESP,1961,0,,30777.097,,,2.1,1.8670438,7.972356178,,66.7655721,,,,,,,6.2754196,11.83766158,,,,,,,,
ESP,1962,0,,31122.39,,,1.5,-0.0856793,8.303653609,,66.9141362,,,,,,,6.804944572,9.304940907,,,,,,,,
ESP,1963,0,,31479.529,,,2,-1.4934661,7.712288569,,69.0320775,,,,,,,7.342336293,8.758133199,,,,,,,,
ESP,1964,0,0.915887,31838.485,,,2.8,-1.3219492,8.81175934,,69.9846333,,,,,,,8.130895423,6.187562684,,,,,,,,
ESP,1965,0,0.941571,32192.223,,,2.6,-3.7654576,8.19315979,,70.2584896,,,,0,,,9.034602924,6.253479999,18.70969009,,,,,,,
ESP,1966,0,0.877968,32536.637,,,2.2,-3.8175776,8.892850367,,72.100735,,,,0,,,9.689116503,7.245971765,,,,,,,,
ESP,1967,0,0.799663,32873.962,,,3,-2.5135012,8.55111557,,73.5137022,,,,0,,,9.718048359,4.340067901,,,,,,,,
ESP,1968,0,0.982021,33211.168,,,3,-1.1396258,10.56861275,,71.0687799,,,,0,,,10.05569562,6.597127069,,,,,,,,
ESP,1969,0,1.21767,33558.627,,,2.5,-0.9323089,11.33291217,,70.3609112,36.86000061,,,0,,,10.41993226,8.907401682,,,,,,,,
ESP,1970,0,1.12337,33923.24,,,2.6,0.1863218,12.18879696,,70.1093426,37.20000076,0.543030852,,0,,0.013595507,10.18464902,4.245712903,,,91,2440.152003,33.65,,,
ESP,1971,0,1.01109,34305.591,,,3.4,2.1934021,13.07584575,,70.5927206,37.31999969,0.4344759,,0,,0.014440199,9.41319188,4.64921634,,,116,2913.703147,33.65,,,
ESP,1972,0,1.17719,34701.025,,,2.9,1.4985277,13.40306314,,71.1489536,36.31000137,0.454454451,,0,,0.015149231,10.15015656,8.149089555,,,153,3383.015545,33.76,,,
ESP,1973,0,1.13312,35104.633,,,2.6,0.8596435,13.38540507,,71.5197173,36.68999863,0.497284477,,0,,0.017211664,10.74712914,7.78856674,32.2303772,,234,4316.886015,33.62,,,
ESP,1974,0,1.0825,35509.391,,,3.1,-3.4727867,13.24788767,,70.5456214,37.11000061,0.369034881,,0,,0.018124123,10.68740446,5.618642813,,,344,4926.82195,33.97,,,
ESP,1975,0,1.20132,35909.042,,,4.5,-2.916432,12.43518731,,72.0996934,38.27000046,0.596368776,,0,,0.020466004,9.659960468,0.542141068,,,464,5545.915586,34.02,,,
ESP,1976,0,0.864363,36302.392,,,4.9,-3.889141,12.6271674,,72.941476,37.08000183,0.404129778,,0,,0.021581312,9.120956188,3.303676726,,,788,5976.971646,35.77,,,
ESP,1977,0,1.0772,36687.352,,,5.3,-1.7234438,13.31542374,,72.3095081,37.15999985,0.460047638,,0,,0.02383129,8.640432163,2.839047125,,,1030,6519.62136,36.42,,,
ESP,1978,0,1.15322,37055.64,,,7.1,1.0394333,13.9461352,,71.6927456,37,0.735596055,,0.07,,0.02272588,8.076667567,1.462499245,,,1335,9105.481893,38.61,,,
ESP,1979,0,1.30252,37397.232,,,8.8,0.4961702,13.769908,,71.9167162,36.43999863,0.652656981,,0.106,,0.022829945,7.469270504,0.042080717,,,1672,11105.3689,39.45,,,
ESP,1980,0,1.17352,37704.867,,,11.5,-2.4504444,14.3593638,,71.1467253,35.93000031,0.643030874,,0.107,,0.025222333,7.284940189,1.300670546,31.69760132,,1930.599369,10870.06257,43.18,-0.267316189,,
ESP,1981,0,1.12644,37976.189,,,14.2,-2.7125701,16.36158402,,72.1932393,35.15999985,0.843860283,,0.157,,0.026208874,6.968761481,-0.133683611,,,2326.32119,10811.93077,45.78,-0.754045919,,
ESP,1982,0,1.24996,38212.556,,,16,-2.495025,17.05857078,,70.8554362,33.95999908,0.912025406,,0.179,,0.025441951,6.857547603,1.246341597,,,2953.798139,10810.46051,46.56,-0.813316323,,
ESP,1983,0,1.34303,38415.495,,,14.3,-1.6707906,19.16684442,,71.1626976,33.41999817,0.951621067,,0.165,,0.024392076,6.620548671,1.771276553,,,3273.133376,10830.55075,47.55,-1.030916015,,
ESP,1984,0,1.28634,38588.238,,,16.7,1.1024741,21.40527344,,68.4279746,32.61999893,1.032321482,,0.198,,0.027735933,6.199248198,1.78335925,,,3536.33218,11867.1215,48.72,-1.961926068,,
ESP,1985,0,1.36902,38734.33,,,17.8,1.230279,20.96485231,,66.9330068,31.65999985,1.091391094,,0.286,,0.027188058,6.491291954,2.321452745,31.14554787,,4455.400584,15693.67418,49.63,-2.248991341,,
ESP,1986,0,1.4141,38854.36,,,17.4,1.3226699,18.2846381,,65.5178553,31.79999924,1.376723321,,0.292,,0.028181481,6.995895084,3.253864153,27.30792809,,5937.535405,22664.60029,50.9,-1.889920362,,
ESP,1987,0,1.37538,38950.965,,,19.7,-0.1875524,17.80988818,,65.4712995,32.38999939,1.437859993,,0.298,,0.028746413,7.608319514,5.547033735,25.36467743,,8421.100917,31679.60865,53.18,-1.374530236,,
ESP,1988,0,1.32662,39032.625,,,18.7,-1.3234544,17.38580765,,64.9180817,32.56999969,1.871459206,,0.347,,0.030928401,8.313184486,5.094049052,24.50106239,,9434.111944,37172.66098,54.58,-0.846703727,,
ESP,1989,0,1.32261,39110.106,,,16.5,-3.4273239,16.68203742,,64.5682048,32.68000031,2.037658919,,0.273,,0.030883762,8.900576619,4.82782634,26.55300522,,11371.67335,46869.07365,57.46,-0.221589313,,
ESP,1990,0,1.5008,39192.055,,,15.5,-3.7922926,15.80024736,,66.1406369,33.5,2.613264657,,0.403,,0.032336879,9.040964426,3.783119216,29.86491203,,15652.04285,65916.492,60.13,0.152179045,23758.7280977593,
ESP,1991,0,1.31192,39287.043,,,15.5,-3.7085265,15.83634134,,67.1029222,33.04000092,2.170398641,,0.298,,0.032349632,8.789643573,2.543399947,31.32527542,,20527.72053,79570.16447,63.33,0.452849165,24301.6921936592,
ESP,1992,0,1.33601,39397.403,,,17,-3.6903567,16.26521844,,68.8487729,32.79999924,2.109928897,,0.25,,0.031431639,8.114395206,0.93026627,32.7856369,,22009.9469,86230.44587,63.97,-0.016719784,24407.675543355,
ESP,1993,0,1.25768,39518.427,,,20.8,-1.2027059,17.79385662,,68.3226959,31.04000092,1.848847506,,0.259,,0.031790461,7.188733683,-1.031316133,34.2460022,,24027.17032,80287.45412,67.41,-0.611346819,24030.9776596201,
ESP,1994,0,1.26515,39641.74,,,22,-1.6123813,20.4085902,,66.6130846,30.26000023,1.741710511,,0.283,,0.029552527,7.125410804,2.382958559,34.69287872,,30051.84494,96311.64651,68.68,-0.810629283,24486.8229291387,
ESP,1995,0,1.31543,39764.267,13700,287351.6,20.7,-1.2021675,21.93182783,61.71,65.1624048,30.20000076,1.319140493,130.79,0.273,0.023635953,0.029431243,7.444948219,2.757355866,34.95227432,2.3635953,36224.66209,109184.6568,69.74,-0.45295002,25051.2336818993,828098.9
ESP,1996,0,1.21625,39878.881,14400,310065.5,19.9,-0.8450958,23.11841178,65.5699,65.0363424,29.46999931,1.501285549,131.02,0.276,0.023292637,0.028889472,7.40372749,2.674639067,35.13047028,2.3292637,40548.46696,107880.4037,71.86,-0.442294739,25614.3894951727,896977.7
ESP,1997,0,1.17507,39996.221,15400,323572,18.4,-0.4916523,25.75374144,64.4007,65.3127399,29.90999985,1.518148725,137.39,0.295,0.023378059,0.029270249,7.55765068,3.689613998,35.02086639,2.3378059,50322.34249,100025.0491,74.81,-0.080076826,26448.3786561369,930288.8
ESP,1998,0,1.13094,40151.723,16500,339629.7,16.4,-1.3240873,26.18321355,62.5254,65.1459463,30.51000023,2.31463395,147.18,0.328,0.022863731,0.028917358,8.069321015,4.305978447,34.83512115,2.2863731,70129.80219,118114.8273,76.71,0.250597502,27473.3069596232,991670.6
